transfer_id,sender_account,receiver_account,amount,timestamp,fan_out_degree,fan_in_degree,transit_velocity_sec,amount_layering_ratio,shared_device_cluster,account_dormancy_score,is_fraud,attack_id,variant_id,variant_name,hop_level
TRX-06E809,ACC-38769,ACC-19833,94.68,2026-08-07T11:13:31.220025,0.2112,0.2896,0.3,0.1394,0,0.132,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E7CE2,ACC-15530,ACC-98607,24.07,2026-08-13T10:33:52.390708,0.35,0.069,0.2422,0.35,0,0.131,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CFE04,ACC-57280,ACC-72752,55.48,2026-08-20T14:06:35.354500,0.1259,0.0456,0.0266,0.2543,0,0.2061,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08C822,ACC-57333,ACC-81707,29.44,2026-08-16T11:33:46.347365,0.2543,0.2026,0.09,0.35,0,0.182,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-064898,ACC-41055,ACC-70566,31.95,2026-08-22T00:02:54.421152,0.2451,0.2392,0.2827,0.0439,0,0.0592,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03CE40,DORMANT-ACC-88117,MULE-MSTR-818,11657.17,2026-08-23T09:27:24,0.4099,0.2768,0.516,0.6235,0,0.781,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-02A737,ACC-98726,ACC-21390,15.25,2026-08-05T11:42:55.059101,0.0899,0.1148,0.1791,0.2912,0,0.1884,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BC519,ACC-89634,ACC-78244,15.49,2026-08-28T15:03:36.820241,0.1669,0.3285,0.0746,0.3264,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03C83E,ACC-49353,ACC-39796,242.93,2026-08-08T12:47:08.544633,0.1997,0.1296,0.0694,0.116,0,0.1092,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-061965,ACC-37266,ACC-44701,57.52,2026-08-06T14:37:47.541789,0.3492,0.2133,0.167,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-040206,ACC-70545,ACC-97127,8.19,2026-08-05T23:03:26.267261,0.0873,0.0299,0.1736,0.0259,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C9F52,DORMANT-ACC-21725,MULE-MSTR-821,14029.18,2026-08-26T06:51:28,0.3825,0.4655,0.6103,0.6655,1,0.869,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0BCB7C,ACC-96716,ACC-41433,120.03,2026-08-19T02:39:01.115163,0.35,0.1452,0.1597,0.35,0,0.25,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DA4D7,MULE-WRK-3969,MULE-MSTR-182,7613.76,2026-08-21T14:22:45,0.239,0.8294,0.7304,0.8381,1,0.1995,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-08AC6F,ACC-45909,ACC-76321,6.62,2026-08-09T08:26:31.239724,0.0884,0.1631,0.3,0.0432,0,0.1042,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EF5E7,ACC-84478,ACC-74732,149.69,2026-08-11T04:48:24.990197,0.237,0.2705,0.217,0.0922,0,0.1563,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07D5BB,ACC-78785,ACC-79249,132.99,2026-08-01T22:32:32.414890,0.1842,0.0905,0.295,0.31,0,0.2753,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03776C,ACC-41897,ACC-22763,130.94,2026-08-01T17:48:24.191344,0.1298,0.0389,0.0408,0.3058,0,0.0243,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AAE96,MULE-WRK-1257,MULE-MSTR-953,7874.97,2026-08-02T18:38:11,0.2649,0.7312,0.5807,0.7066,0,0.2457,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0D2B5A,ACC-20983,ACC-34322,207.8,2026-08-22T14:55:27.637628,0.0292,0.2143,0.0615,0.113,0,0.1136,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E9FBF,DORMANT-ACC-54733,MULE-MSTR-879,8471.19,2026-08-06T09:04:25,0.3184,0.3787,0.6697,0.6736,0,0.8468,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0A8AFE,ACC-62796,ACC-69165,25.15,2026-08-07T22:05:19.657095,0.3043,0.2572,0.0761,0.3216,0,0.0222,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D8F80,ACC-46258,ACC-33049,464.37,2026-08-03T00:50:53.661759,0.0248,0.3347,0.0982,0.3047,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DF317,DORMANT-ACC-88117,MULE-MSTR-552,10163.31,2026-08-23T16:02:39,0.4437,0.3905,0.6096,0.5634,1,0.6901,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-076DAD,ACC-62921,ACC-58438,20.35,2026-08-09T01:08:52.488851,0.0713,0.2248,0.095,0.2286,0,0.0842,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09D2D3,ACC-33762,ACC-37716,17.57,2026-08-13T14:39:07.676112,0.2546,0.35,0.1707,0.35,0,0.1695,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05132B,ACC-61313,ACC-89676,76.37,2026-08-20T04:21:35.397461,0.1505,0.0459,0.3,0.1306,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A6CE8,ACC-73483,ACC-32005,6.48,2026-08-20T08:56:58.087222,0.35,0.0836,0.0672,0.1449,1,0.0389,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-063B66,ACC-77661,ACC-80480,64.82,2026-08-28T08:07:13.724033,0.0656,0.0245,0.112,0.1101,0,0.1107,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06DAEB,ACC-56733,ACC-47861,292.21,2026-08-19T13:21:40.737077,0.35,0.279,0.2661,0.1809,0,0.1792,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05456D,VICTIM-5551,MULE-WRK-7074,1662.26,2026-08-27T03:44:21,0.99,0.1786,0.6514,0.7744,0,0.1521,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-09AFC1,DORMANT-ACC-83503,MULE-MSTR-196,13070.52,2026-08-27T15:25:38,0.4352,0.2776,0.516,0.6867,0,0.8628,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-0B6242,ACC-11177,ACC-63413,13.23,2026-08-04T07:09:38.078703,0.1161,0.1958,0.0347,0.2049,0,0.1364,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B10E8,ACC-36512,ACC-88610,5.0,2026-08-29T17:01:15.174843,0.081,0.3044,0.2204,0.3305,0,0.0584,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08C0BF,ACC-56600,ACC-74077,109.46,2026-08-08T12:59:54.805954,0.35,0.1457,0.2266,0.0646,0,0.0753,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07DC16,ACC-46116,ACC-66397,122.74,2026-08-24T10:01:58.424969,0.1946,0.35,0.1886,0.35,0,0.1017,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A1015,ACC-58756,ACC-78323,49.77,2026-08-09T20:28:19.712053,0.0875,0.1882,0.0962,0.0147,0,0.2634,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05697A,VICTIM-2472,MULE-WRK-1286,1807.75,2026-08-16T07:54:00,0.8749,0.1312,0.5759,0.8113,0,0.2801,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0A2282,ACC-96143,ACC-28745,51.12,2026-08-29T04:05:41.421040,0.2342,0.0318,0.1794,0.0372,0,0.1292,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-033686,ACC-14648,ACC-53541,17.47,2026-08-08T08:51:58.197967,0.0325,0.2353,0.1026,0.1067,0,0.0946,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D9723,MULE-WRK-7388,MULE-MSTR-396,1745.65,2026-08-22T04:06:46,0.2283,0.7614,0.6361,0.8049,1,0.3142,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-044375,DORMANT-ACC-32198,MULE-MSTR-116,9447.57,2026-08-02T00:58:50,0.6214,0.5026,0.3782,0.5932,0,0.7672,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-09A7D1,ACC-61474,ACC-19596,801.39,2026-08-06T06:10:58.562160,0.35,0.2376,0.1098,0.1222,0,0.2491,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-020265,MULE-WRK-5841,MULE-MSTR-372,3323.63,2026-08-25T00:27:32,0.2307,0.8713,0.8315,0.6981,0,0.1515,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-02B3DE,ACC-53925,ACC-29870,5.0,2026-08-02T00:35:51.157340,0.35,0.168,0.0634,0.274,0,0.2265,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07D55C,MULE-WRK-3754,MULE-MSTR-552,9243.29,2026-08-19T02:13:16,0.2213,0.8028,0.6311,0.8292,1,0.3152,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0E6268,ACC-94742,ACC-98652,45.82,2026-08-18T14:50:08.545192,0.0509,0.2476,0.3,0.35,0,0.1646,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A4D5B,ACC-48044,ACC-43243,86.33,2026-08-29T12:13:29.819337,0.0769,0.2495,0.3,0.1207,0,0.1378,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03AF39,ACC-98340,ACC-49901,12.45,2026-08-12T01:07:39.002628,0.189,0.35,0.2293,0.0295,0,0.0629,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CEF09,ACC-71929,ACC-21563,138.07,2026-08-12T20:27:10.174001,0.1944,0.0932,0.2058,0.2932,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-041D4D,ACC-43572,ACC-51430,77.98,2026-08-02T15:41:09.759156,0.2898,0.1817,0.2447,0.35,0,0.1313,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0714DB,VICTIM-2793,MULE-WRK-6366,1028.99,2026-08-15T10:36:14,0.891,0.1529,0.6955,0.7663,0,0.2424,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-08F01D,ACC-63410,ACC-20142,21.06,2026-08-09T11:24:03.963852,0.2054,0.1014,0.1713,0.0202,0,0.1154,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0EC27F,ACC-28135,ACC-91449,26.33,2026-08-18T11:57:09.930203,0.2019,0.1984,0.1284,0.183,0,0.0962,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B8072,DORMANT-ACC-58485,MULE-MSTR-391,14887.38,2026-08-16T13:35:51,0.2267,0.2678,0.6558,0.7608,0,0.99,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-046DAD,ACC-98839,ACC-11925,60.04,2026-08-04T12:36:04.357817,0.1928,0.0578,0.1379,0.3464,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-067A49,ACC-47441,ACC-76435,14.38,2026-08-10T18:17:13.082295,0.1231,0.2302,0.01,0.35,0,0.0797,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03564E,ACC-57118,ACC-56976,32.62,2026-08-24T13:35:36.408776,0.1546,0.2068,0.0419,0.0786,0,0.1584,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0380CB,VICTIM-7496,MULE-MSTR-905,6518.87,2026-08-24T12:46:11,0.3024,0.1764,0.6288,0.8364,0,0.3502,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0D7CC9,DORMANT-ACC-21973,MULE-MSTR-257,9148.48,2026-08-22T12:37:29,0.4383,0.4136,0.7755,0.6286,0,0.8041,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-061131,ACC-44064,ACC-77563,48.56,2026-08-25T21:19:49.743049,0.02,0.1462,0.3,0.1389,0,0.2693,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E0A98,ACC-11062,ACC-32671,14.68,2026-08-04T11:20:43.769303,0.35,0.0906,0.3,0.0155,0,0.1197,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01B26B,ACC-72046,ACC-80202,194.25,2026-08-11T06:58:35.518906,0.3193,0.1453,0.111,0.047,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-086102,ACC-26211,ACC-40678,41.56,2026-08-26T09:46:31.328518,0.0911,0.1679,0.1947,0.0514,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-03E208,ACC-56197,ACC-22015,146.42,2026-08-07T02:19:52.551915,0.2054,0.1889,0.1362,0.3424,0,0.178,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04B12C,MULE-WRK-3550,MULE-MSTR-879,7101.74,2026-08-06T13:08:35,0.2451,0.7007,0.5146,0.7059,0,0.3152,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-0D4A6D,VICTIM-1343,MULE-WRK-1252,1918.28,2026-08-29T10:58:16,0.7848,0.2967,0.5713,0.7189,0,0.3112,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0E191F,ACC-93847,ACC-44503,17.34,2026-08-28T11:09:51.508263,0.1697,0.0705,0.0135,0.0903,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D28C9,ACC-11381,ACC-76412,64.71,2026-08-14T11:38:19.704253,0.3229,0.0269,0.0773,0.1473,0,0.1074,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A4253,ACC-19715,ACC-19435,367.8,2026-08-06T14:09:25.002111,0.1717,0.0697,0.2349,0.35,0,0.2133,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09BCCA,DORMANT-ACC-85158,MULE-MSTR-108,12296.05,2026-08-26T11:04:21,0.4993,0.3245,0.7651,0.6431,1,0.7304,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-09CDD8,ACC-89285,ACC-33150,92.58,2026-08-11T15:21:55.342894,0.0918,0.3414,0.3,0.35,0,0.2208,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C7D4F,ACC-89303,ACC-25034,29.36,2026-08-31T02:26:03.280270,0.0442,0.2797,0.3,0.0222,0,0.1959,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-088454,ACC-10769,ACC-44911,13.47,2026-08-01T10:49:16.492759,0.2884,0.35,0.2016,0.2594,0,0.1822,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-020D9D,ACC-15542,ACC-28601,94.45,2026-08-17T01:08:47.168448,0.2157,0.3399,0.0709,0.2666,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05CFD4,ACC-25896,ACC-77364,30.98,2026-08-04T11:12:21.215593,0.0981,0.1463,0.0333,0.35,0,0.119,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06761B,ACC-19110,ACC-41367,248.44,2026-08-08T13:49:43.984983,0.35,0.0392,0.1428,0.3074,0,0.0788,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-01A969,ACC-18016,ACC-26859,65.79,2026-08-08T13:06:17.913149,0.1472,0.2898,0.3,0.0194,0,0.2473,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0BDC2E,ACC-26896,ACC-92989,5.0,2026-08-28T12:08:05.748209,0.2884,0.1826,0.3,0.141,0,0.069,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07117E,ACC-39689,ACC-87240,41.4,2026-08-03T08:45:05.556899,0.0332,0.0339,0.0203,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-023E3B,ACC-27778,ACC-88518,254.59,2026-08-02T17:05:40.814620,0.1158,0.0859,0.3,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B34F0,ACC-82982,ACC-24571,20.65,2026-08-21T06:55:21.600702,0.2332,0.0981,0.1063,0.0512,0,0.0314,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-065868,ACC-58355,ACC-32207,27.45,2026-08-19T20:57:29.122474,0.2512,0.35,0.1677,0.1614,0,0.1506,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A018B,ACC-37716,ACC-61431,156.51,2026-08-17T00:01:38.682482,0.1397,0.2585,0.3,0.0432,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06EA60,ACC-21002,ACC-84319,28.79,2026-08-07T04:17:31.350078,0.1347,0.0681,0.01,0.3443,0,0.1514,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0B35ED,ACC-48513,ACC-57701,45.09,2026-08-23T05:14:18.052035,0.1208,0.35,0.1494,0.2047,0,0.1739,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-02ED63,ACC-34519,ACC-88657,21.14,2026-08-29T14:59:59.175334,0.2846,0.0354,0.2998,0.35,0,0.0155,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-034191,ACC-63331,ACC-99906,20.75,2026-08-03T15:44:34.199399,0.1039,0.2407,0.3,0.072,0,0.2174,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C6EC2,ACC-25795,ACC-58604,201.71,2026-08-23T22:56:34.057194,0.1127,0.104,0.0382,0.1289,0,0.2395,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-044029,ACC-11062,ACC-89364,13.29,2026-08-14T18:34:15.793151,0.1737,0.35,0.01,0.1986,0,0.0292,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-028C72,ACC-35372,ACC-23669,5.0,2026-08-17T23:04:51.842021,0.1527,0.0374,0.1408,0.35,0,0.2542,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DFBDB,MULE-WRK-7208,MULE-MSTR-108,8451.64,2026-08-29T12:03:58,0.1446,0.9385,0.6241,0.7854,0,0.2556,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
TRX-03D885,ACC-89578,ACC-44801,6.1,2026-08-11T21:26:39.302800,0.1884,0.1635,0.3,0.2268,0,0.0776,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09FD54,ACC-64912,ACC-21138,99.52,2026-08-04T15:24:07.290102,0.0731,0.35,0.0732,0.2036,1,0.0291,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0DBBE3,ACC-60072,ACC-56760,53.34,2026-08-19T15:09:54.776287,0.2369,0.35,0.3,0.0327,0,0.2731,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-07E8C7,ACC-33574,ACC-65619,107.72,2026-08-20T11:08:47.128367,0.1021,0.0633,0.3,0.0361,0,0.1257,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0ADB87,VICTIM-5517,MULE-WRK-4438,1423.51,2026-08-24T17:15:30,0.82,0.2032,0.7501,0.7606,0,0.2201,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-053084,ACC-43933,ACC-50738,43.57,2026-08-11T03:46:22.342671,0.2475,0.0377,0.1015,0.2552,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C35D1,ACC-49129,ACC-84663,55.51,2026-08-04T09:59:33.880898,0.1906,0.0991,0.1535,0.35,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-054D3B,ACC-36069,ACC-16344,389.75,2026-08-15T15:38:01.961332,0.1257,0.35,0.3,0.0499,0,0.1067,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C952C,ACC-40841,ACC-60583,63.59,2026-08-20T04:32:58.304598,0.1761,0.2587,0.0758,0.191,0,0.0683,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A5939,ACC-46304,ACC-82936,52.62,2026-08-22T15:18:52.021253,0.35,0.2362,0.3,0.35,0,0.0415,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-085ED2,ACC-61955,ACC-45367,10.89,2026-08-03T17:07:09.615841,0.2586,0.1409,0.1533,0.0389,0,0.1391,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05289A,ACC-49110,ACC-99186,98.01,2026-08-11T14:05:16.948579,0.0976,0.35,0.0948,0.1938,0,0.0126,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-08C5D0,ACC-39189,ACC-48660,410.34,2026-08-09T23:05:19.682363,0.1074,0.0932,0.0254,0.183,0,0.1289,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A3AE7,ACC-23428,ACC-14621,58.32,2026-08-21T14:40:18.461283,0.0548,0.1636,0.022,0.35,0,0.0369,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-06F001,ACC-59786,ACC-77121,432.35,2026-08-16T11:10:07.272336,0.0485,0.0564,0.3,0.2328,0,0.0277,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05DB4A,ACC-46258,ACC-56101,84.27,2026-08-20T17:59:25.460148,0.35,0.2378,0.2034,0.002,0,0.1361,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-056C1A,ACC-83445,ACC-43397,41.64,2026-08-05T11:26:11.427559,0.0927,0.3156,0.1119,0.2479,0,0.0742,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-092F31,ACC-30022,ACC-62395,64.49,2026-08-10T08:41:35.015357,0.0865,0.0759,0.3,0.1963,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-019157,ACC-77642,ACC-52946,12.77,2026-08-15T01:24:04.869778,0.2774,0.0293,0.2744,0.208,0,0.2746,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-04C200,VICTIM-2951,MULE-WRK-3819,871.93,2026-08-29T20:16:29,0.8307,0.2842,0.7892,0.7336,0,0.2109,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-0C9F8C,ACC-80342,ACC-56514,9.73,2026-08-21T20:20:55.872515,0.2121,0.1646,0.3,0.35,0,0.0739,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09848D,ACC-32005,ACC-48467,14.02,2026-08-19T01:55:26.955340,0.2521,0.3466,0.3,0.0745,0,0.1897,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0186E9,ACC-23545,ACC-95867,34.11,2026-08-26T05:39:32.932845,0.0757,0.2597,0.3,0.35,0,0.2481,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C2186,ACC-61356,ACC-15408,26.09,2026-08-05T07:41:09.682856,0.1932,0.0942,0.1092,0.35,0,0.183,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-09E45F,VICTIM-2768,MULE-WRK-8146,1807.51,2026-08-27T17:40:54,0.7997,0.2656,0.92,0.8176,0,0.1975,1,MM-001,MM-V2,Smurfing / Layered Fan-Out,1
TRX-07C2FD,ACC-53753,ACC-76914,622.25,2026-08-10T09:36:24.017620,0.1672,0.177,0.3,0.336,0,0.0179,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0761F6,ACC-69474,ACC-68606,33.21,2026-08-07T06:14:47.780262,0.2017,0.1998,0.1119,0.2203,0,0.0379,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0AC01B,ACC-44020,ACC-80028,6.15,2026-08-10T20:40:12.025130,0.0402,0.1855,0.2754,0.1346,0,0.1267,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-057BB2,ACC-95090,ACC-62780,44.54,2026-08-07T13:29:24.095313,0.1794,0.2473,0.01,0.0546,0,0.1785,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-018B22,ACC-47713,ACC-15600,26.71,2026-08-13T09:30:44.509183,0.2113,0.2473,0.1814,0.2155,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-094578,ACC-24397,ACC-54813,59.97,2026-08-12T04:29:09.317099,0.0416,0.0632,0.0403,0.063,0,0.0538,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0C71CF,ACC-66661,ACC-87231,251.22,2026-08-22T13:41:44.055506,0.0484,0.1019,0.1856,0.149,0,0.0707,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-05913A,DORMANT-ACC-69808,MULE-MSTR-821,8622.11,2026-08-01T21:12:50,0.2879,0.4026,0.48,0.6613,0,0.6686,1,MM-001,MM-V4,Dormant Mule Ring Activation,2
TRX-07B11D,ACC-89563,ACC-78011,107.86,2026-08-14T19:34:13.407424,0.0371,0.35,0.2428,0.35,0,0.1003,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0345E5,ACC-67108,ACC-83997,42.61,2026-08-13T11:37:04.002486,0.0339,0.2014,0.179,0.0914,0,0.1391,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0CA289,ACC-15906,ACC-57517,11.64,2026-08-21T11:15:52.520183,0.1285,0.35,0.0424,0.0592,0,0.0747,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-019B4F,ACC-58984,ACC-37935,12.24,2026-08-04T04:26:03.677840,0.0565,0.0393,0.3,0.0831,0,0.2226,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0D057B,VICTIM-2111,MULE-MSTR-281,9892.56,2026-08-15T13:40:06,0.4526,0.1982,0.99,0.9163,0,0.3492,1,MM-001,MM-V1,Rapid Cash-Out Burst,1
TRX-0377B3,ACC-37213,ACC-10302,227.89,2026-08-16T11:57:44.080610,0.1437,0.35,0.0272,0.2249,0,0.2079,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-036DD9,ACC-64245,ACC-34968,788.93,2026-08-09T04:32:41.633081,0.3385,0.2598,0.0538,0.0116,0,0.0972,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0A7027,ACC-90559,ACC-46609,5.83,2026-08-02T21:45:17.714654,0.1567,0.0939,0.3,0.0147,0,0.28,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0E602D,ACC-81121,ACC-99678,44.68,2026-08-03T02:39:49.459234,0.081,0.1444,0.0168,0.0429,0,0.1388,0,LEGIT,LEGIT,Normal Peer-to-Peer Transfer,1
TRX-0209BF,MULE-WRK-1416,MULE-MSTR-322,4267.77,2026-08-24T15:14:02,0.2772,0.8485,0.603,0.9496,1,0.2104,1,MM-001,MM-V3,Fan-In Consolidation Ring,2
